Run Fondo;Nombre Fondo;FFM_6020100;FFM_6020200;FFM_6020300;FFM_6020400;FFM_6020500;FFM_6020600;FFM_6020700;FFM_6020800;FFM_6020900;FFM_6021000;FFM_tir_6021111;FFM_par_6021111;FFM_rel_6021111;FFM_6021112;FFM_6021113;FFM_6021114;FFM_6021200;FFM_6021300;FFM_6021400;FFM_6021511;FFM_6021512;FFM_6021513
8032;TARGET;ECH;ISHARES MCSI CHILE CAPPED ETF;US;ETFA;;1;NA;GRUPO 99;11599;PROM;;;31016.16;3;0;NA;359756;PROM;US;0;0;.614
8032;TARGET;EEM;ISHARES MSCI EMERGING MARKETS;US;ETFA;;1;NA;GRUPO 99;17695;PROM;;;28585.64;3;0;NA;505823;PROM;US;0;0;.863
8032;TARGET;EUFN;ISHARES MSCI EUROPE FINANCIA;US;ETFA;;1;NA;NA;26147;PROM;;;14978.6;3;0;NA;391645;PROM;US;0;0;.668
8032;TARGET;EWG;ISHARE MSCI GERMANY ETF;US;ETFA;;1;NA;GRUPO 99;35887;PROM;;;20688.07;3;0;NA;742433;PROM;US;0;.437;1.266
8032;TARGET;EWP;ISHARE MSCI SPAIN CAPPED ETF;US;ETFA;;1;NA;GRUPO 99;13271;PROM;;;21523.76;3;0;NA;285642;PROM;US;0;0;.487
8032;TARGET;EWQ;ISHARES MSCI FRANCE ETF;US;ETFA;;1;NA;GRUPO 99;26565;PROM;;;19712.04;3;0;NA;523650;PROM;US;0;.349;.893
8032;TARGET;IAJI;ISHARES MSCI ALL COUNTRY ASIA;US;ETFA;;1;NA;NA;27898;PROM;;;46071.3;3;0;NA;1285297;PROM;US;0;0;2.192
8032;TARGET;DXJH;WISDOMTREE JAPAN HEDGE EQUITY;US;ETFB;;1;NA;NA;23774;PROM;;;34894.77;3;0;NA;829588;PROM;US;0;0;1.415
8032;TARGET;EWZ;ISHARE MSCI BRAZIL CAPPED ETF;US;ETFA;;1;NA;NA;26043;PROM;;;26595.3;3;0;NA;692621;PROM;US;0;0;1.181
8032;TARGET;EZU;ISHARES MSCI EUROZONE ETF;US;ETFA;;1;NA;NA;60628;PROM;;;27635.13;3;0;NA;1675463;PROM;US;0;0;2.857
8032;TARGET;FXI;ISHARES CHINA LARGE-CAP ETF;US;ETFA;;1;NA;GRUPO 99;11294;PROM;;;28094.44;3;0;NA;317299;PROM;US;0;0;.541
8032;TARGET;ILF;ISHARES LATAM AMERICA 40 ETF;US;ETFA;;1;NA;GRUPO 99;1516;PROM;;;22384.96;3;0;NA;33936;PROM;US;0;0;.058
8032;TARGET;RSX;VANECK VECTOR RUSSIA ETF;US;ETFA;;1;NA;GRUPO 99;60003;PROM;;;14219.46;3;0;NA;853210;PROM;US;0;.569;1.455
8032;TARGET;VGK;VANGUARD FTSE EUROPE ETF;US;ETFA;;1;NA;GRUPO 99;22196;PROM;;;37210.46;3;0;NA;825923;PROM;US;0;0;1.408
8032;TARGET;IEVA;ISHARES EDGE MSCI VALUE;US;ETFA;;1;NA;NA;4538;PROM;;;49324.75;3;0;NA;223836;PROM;US;0;0;.382
8032;TARGET;IEVA;ISHARES EDGE MSCI VALUE;US;ETFA;;1;NA;NA;6079;PROM;;;49324.75;3;0;NA;299845;PROM;US;0;0;.511
8032;TARGET;FLEFLCD LX;JPMORGAN-LATIN AMER EQ-C USD;LU;CFME;;1;NA;NA;16811.96;PROM;;;20592.37;3;0;NA;346198;PROM;LU;0;0;.59
